collection_id,bin_id,collection_date,location_type,district,fill_level_percent,fill_level_category,waste_type_primary,days_since_last_collection,nearby_population,overflow_reported,odor_complaint,priority_score,priority_category
COL_0036328,BIN_00169,2022-02-22,market,Spintex,56.8,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036329,BIN_00169,2022-02-26,market,Spintex,100.0,critical,recyclable,4,1511,1,0,65,HIGH
COL_0036330,BIN_00169,2022-03-01,market,Spintex,60.5,high,organic,3,1511,0,0,44,MEDIUM
COL_0036331,BIN_00169,2022-03-05,market,Spintex,96.3,critical,organic,4,1511,0,1,68,HIGH
COL_0036332,BIN_00169,2022-03-08,market,Spintex,51.7,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036333,BIN_00169,2022-03-11,market,Spintex,80.5,high,organic,3,1511,0,0,54,HIGH
COL_0036334,BIN_00169,2022-03-15,market,Spintex,83.1,high,organic,4,1511,0,1,61,HIGH
COL_0036335,BIN_00169,2022-03-19,market,Spintex,98.8,critical,organic,4,1511,0,0,65,HIGH
COL_0036336,BIN_00169,2022-03-22,market,Spintex,48.9,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036337,BIN_00169,2022-03-25,market,Spintex,78.7,high,organic,3,1511,0,0,54,HIGH
COL_0036338,BIN_00169,2022-03-28,market,Spintex,57.7,medium,hazardous,3,1511,0,0,59,HIGH
COL_0036339,BIN_00169,2022-03-31,market,Spintex,58.4,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036340,BIN_00169,2022-04-03,market,Spintex,52.3,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036341,BIN_00169,2022-04-06,market,Spintex,81.8,high,organic,3,1511,0,0,54,HIGH
COL_0036342,BIN_00169,2022-04-09,market,Spintex,80.7,high,general,3,1511,0,0,49,MEDIUM
COL_0036343,BIN_00169,2022-04-12,market,Spintex,47.5,medium,general,3,1511,0,0,29,LOW
COL_0036344,BIN_00169,2022-04-15,market,Spintex,46.3,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036345,BIN_00169,2022-04-21,market,Spintex,95.4,critical,organic,6,1511,0,0,69,HIGH
COL_0036346,BIN_00169,2022-04-24,market,Spintex,66.0,high,organic,3,1511,0,0,44,MEDIUM
COL_0036347,BIN_00169,2022-04-27,market,Spintex,52.5,medium,general,3,1511,0,0,39,MEDIUM
COL_0036348,BIN_00169,2022-04-30,market,Spintex,62.4,high,organic,3,1511,0,0,44,MEDIUM
COL_0036349,BIN_00169,2022-05-03,market,Spintex,47.9,medium,recyclable,3,1511,0,0,27,LOW
COL_0036350,BIN_00169,2022-05-06,market,Spintex,59.2,medium,general,3,1511,0,0,39,MEDIUM
COL_0036351,BIN_00169,2022-05-09,market,Spintex,34.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036352,BIN_00169,2022-05-12,market,Spintex,48.8,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036353,BIN_00169,2022-05-15,market,Spintex,36.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036354,BIN_00169,2022-05-18,market,Spintex,45.6,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036355,BIN_00169,2022-05-22,market,Spintex,57.4,medium,recyclable,4,1511,0,0,41,MEDIUM
COL_0036356,BIN_00169,2022-05-25,market,Spintex,59.1,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036357,BIN_00169,2022-05-29,market,Spintex,64.3,high,organic,4,1511,0,0,48,MEDIUM
COL_0036358,BIN_00169,2022-06-01,market,Spintex,38.9,medium,recyclable,3,1511,0,0,27,LOW
COL_0036359,BIN_00169,2022-06-04,market,Spintex,68.6,high,organic,3,1511,0,0,44,MEDIUM
COL_0036360,BIN_00169,2022-06-07,market,Spintex,43.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036361,BIN_00169,2022-06-13,market,Spintex,87.0,critical,organic,6,1511,0,0,62,HIGH
COL_0036362,BIN_00169,2022-06-17,market,Spintex,54.2,medium,organic,4,1511,0,0,48,MEDIUM
COL_0036363,BIN_00169,2022-06-20,market,Spintex,48.9,medium,recyclable,3,1511,0,0,27,LOW
COL_0036364,BIN_00169,2022-06-23,market,Spintex,40.4,medium,general,3,1511,0,0,29,LOW
COL_0036365,BIN_00169,2022-06-26,market,Spintex,43.3,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036366,BIN_00169,2022-07-01,market,Spintex,97.4,critical,organic,5,1511,0,0,69,HIGH
COL_0036367,BIN_00169,2022-07-04,market,Spintex,58.9,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036368,BIN_00169,2022-07-07,market,Spintex,53.9,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036369,BIN_00169,2022-07-11,market,Spintex,70.0,high,organic,4,1511,0,0,48,MEDIUM
COL_0036370,BIN_00169,2022-07-14,market,Spintex,60.7,high,organic,3,1511,0,0,44,MEDIUM
COL_0036371,BIN_00169,2022-07-17,market,Spintex,56.0,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036372,BIN_00169,2022-07-20,market,Spintex,48.3,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036373,BIN_00169,2022-07-23,market,Spintex,53.0,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036374,BIN_00169,2022-07-26,market,Spintex,46.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036375,BIN_00169,2022-07-29,market,Spintex,47.1,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036376,BIN_00169,2022-08-01,market,Spintex,58.9,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036377,BIN_00169,2022-08-03,market,Spintex,62.4,high,organic,2,1511,0,0,41,MEDIUM
COL_0036378,BIN_00169,2022-08-07,market,Spintex,100.0,critical,organic,4,1511,1,0,72,CRITICAL
COL_0036379,BIN_00169,2022-08-11,market,Spintex,97.9,critical,general,4,1511,0,0,60,HIGH
COL_0036380,BIN_00169,2022-08-15,market,Spintex,100.0,critical,general,4,1511,0,0,60,HIGH
COL_0036381,BIN_00169,2022-08-19,market,Spintex,100.0,critical,recyclable,4,1511,1,0,65,HIGH
COL_0036382,BIN_00169,2022-08-23,market,Spintex,88.8,critical,organic,4,1511,0,0,58,HIGH
COL_0036383,BIN_00169,2022-08-26,market,Spintex,83.5,high,organic,3,1511,0,1,57,HIGH
COL_0036384,BIN_00169,2022-08-29,market,Spintex,82.3,high,recyclable,3,1511,0,0,47,MEDIUM
COL_0036385,BIN_00169,2022-08-31,market,Spintex,60.8,high,organic,2,1511,0,0,41,MEDIUM
COL_0036386,BIN_00169,2022-09-03,market,Spintex,54.6,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036387,BIN_00169,2022-09-07,market,Spintex,55.4,medium,organic,4,1511,0,0,48,MEDIUM
COL_0036388,BIN_00169,2022-09-12,market,Spintex,73.5,high,recyclable,5,1511,0,0,45,MEDIUM
COL_0036389,BIN_00169,2022-09-15,market,Spintex,50.4,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036390,BIN_00169,2022-09-18,market,Spintex,39.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036391,BIN_00169,2022-09-21,market,Spintex,40.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036392,BIN_00169,2022-09-24,market,Spintex,49.0,medium,general,3,1511,0,0,29,LOW
COL_0036393,BIN_00169,2022-09-27,market,Spintex,45.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036394,BIN_00169,2022-09-30,market,Spintex,46.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036395,BIN_00169,2022-10-03,market,Spintex,55.9,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036396,BIN_00169,2022-10-06,market,Spintex,49.3,medium,recyclable,3,1511,0,0,27,LOW
COL_0036397,BIN_00169,2022-10-11,market,Spintex,80.8,high,general,5,1511,0,0,57,HIGH
COL_0036398,BIN_00169,2022-10-14,market,Spintex,63.7,high,organic,3,1511,0,0,44,MEDIUM
COL_0036399,BIN_00169,2022-10-17,market,Spintex,50.3,medium,general,3,1511,0,0,39,MEDIUM
COL_0036400,BIN_00169,2022-10-22,market,Spintex,81.3,high,general,5,1511,0,0,57,HIGH
COL_0036401,BIN_00169,2022-10-25,market,Spintex,38.0,medium,general,3,1511,0,0,29,LOW
COL_0036402,BIN_00169,2022-10-28,market,Spintex,71.3,high,organic,3,1511,0,0,44,MEDIUM
COL_0036403,BIN_00169,2022-10-31,market,Spintex,45.6,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036404,BIN_00169,2022-11-03,market,Spintex,44.2,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036405,BIN_00169,2022-11-06,market,Spintex,53.5,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036406,BIN_00169,2022-11-10,market,Spintex,59.3,medium,organic,4,1511,0,0,48,MEDIUM
COL_0036407,BIN_00169,2022-11-13,market,Spintex,48.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036408,BIN_00169,2022-11-17,market,Spintex,53.5,medium,recyclable,4,1511,0,0,41,MEDIUM
COL_0036409,BIN_00169,2022-11-20,market,Spintex,54.6,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036410,BIN_00169,2022-11-23,market,Spintex,51.8,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036411,BIN_00169,2022-11-26,market,Spintex,57.5,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036412,BIN_00169,2022-11-29,market,Spintex,39.1,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036413,BIN_00169,2022-12-02,market,Spintex,95.1,critical,recyclable,3,1511,0,0,54,HIGH
COL_0036414,BIN_00169,2022-12-05,market,Spintex,66.1,high,organic,3,1511,0,0,44,MEDIUM
COL_0036415,BIN_00169,2022-12-07,market,Spintex,77.2,high,organic,2,1511,0,0,51,HIGH
COL_0036416,BIN_00169,2022-12-10,market,Spintex,74.5,high,organic,3,1511,0,0,44,MEDIUM
COL_0036417,BIN_00169,2022-12-13,market,Spintex,60.0,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036418,BIN_00169,2022-12-15,market,Spintex,66.1,high,organic,2,1511,0,0,41,MEDIUM
COL_0036419,BIN_00169,2022-12-17,market,Spintex,65.4,high,organic,2,1511,0,0,41,MEDIUM
COL_0036420,BIN_00169,2022-12-21,market,Spintex,100.0,critical,organic,4,1511,1,0,72,CRITICAL
COL_0036421,BIN_00169,2022-12-23,market,Spintex,90.7,critical,organic,2,1511,0,0,58,HIGH
COL_0036422,BIN_00169,2022-12-25,market,Spintex,86.7,critical,recyclable,2,1511,0,0,44,MEDIUM
COL_0036423,BIN_00169,2022-12-27,market,Spintex,82.8,high,organic,2,1511,0,0,51,HIGH
COL_0036424,BIN_00169,2022-12-30,market,Spintex,100.0,critical,organic,3,1511,1,1,71,CRITICAL
COL_0036425,BIN_00169,2023-01-01,market,Spintex,66.3,high,recyclable,2,1511,0,0,34,MEDIUM
COL_0036426,BIN_00169,2023-01-05,market,Spintex,100.0,critical,general,4,1511,1,0,67,HIGH
COL_0036427,BIN_00169,2023-01-07,market,Spintex,82.4,high,organic,2,1511,0,0,51,HIGH
COL_0036428,BIN_00169,2023-01-11,market,Spintex,91.7,critical,organic,4,1511,0,0,65,HIGH
COL_0036429,BIN_00169,2023-01-16,market,Spintex,100.0,critical,organic,5,1511,1,1,79,CRITICAL
COL_0036430,BIN_00169,2023-01-19,market,Spintex,78.1,high,recyclable,3,1511,0,0,47,MEDIUM
COL_0036431,BIN_00169,2023-01-22,market,Spintex,64.5,high,organic,3,1511,0,0,44,MEDIUM
COL_0036432,BIN_00169,2023-01-26,market,Spintex,95.1,critical,organic,4,1511,0,0,65,HIGH
COL_0036433,BIN_00169,2023-01-28,market,Spintex,61.3,high,recyclable,2,1511,0,0,34,MEDIUM
COL_0036434,BIN_00169,2023-01-31,market,Spintex,64.7,high,organic,3,1511,0,0,44,MEDIUM
COL_0036435,BIN_00169,2023-02-03,market,Spintex,86.4,critical,recyclable,3,1511,0,0,47,MEDIUM
COL_0036436,BIN_00169,2023-02-05,market,Spintex,61.6,high,hazardous,2,1511,0,0,56,HIGH
COL_0036437,BIN_00169,2023-02-09,market,Spintex,100.0,critical,organic,4,1511,1,0,72,CRITICAL
COL_0036438,BIN_00169,2023-02-14,market,Spintex,100.0,critical,organic,5,1511,1,0,76,CRITICAL
COL_0036439,BIN_00169,2023-02-18,market,Spintex,100.0,critical,organic,4,1511,0,1,68,HIGH
COL_0036440,BIN_00169,2023-02-21,market,Spintex,66.4,high,general,3,1511,0,0,39,MEDIUM
COL_0036441,BIN_00169,2023-02-23,market,Spintex,62.0,high,organic,2,1511,0,0,41,MEDIUM
COL_0036442,BIN_00169,2023-02-27,market,Spintex,94.4,critical,organic,4,1511,0,1,68,HIGH
COL_0036443,BIN_00169,2023-03-03,market,Spintex,100.0,critical,organic,4,1511,1,1,75,CRITICAL
COL_0036444,BIN_00169,2023-03-07,market,Spintex,91.2,critical,organic,4,1511,0,0,65,HIGH
COL_0036445,BIN_00169,2023-03-10,market,Spintex,79.7,high,recyclable,3,1511,0,0,47,MEDIUM
COL_0036446,BIN_00169,2023-03-14,market,Spintex,90.8,critical,organic,4,1511,0,0,65,HIGH
COL_0036447,BIN_00169,2023-03-17,market,Spintex,85.2,critical,organic,3,1511,0,1,57,HIGH
COL_0036448,BIN_00169,2023-03-20,market,Spintex,56.7,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036449,BIN_00169,2023-03-23,market,Spintex,70.5,high,organic,3,1511,0,0,44,MEDIUM
COL_0036450,BIN_00169,2023-03-26,market,Spintex,66.5,high,organic,3,1511,0,0,44,MEDIUM
COL_0036451,BIN_00169,2023-03-29,market,Spintex,63.5,high,general,3,1511,0,0,39,MEDIUM
COL_0036452,BIN_00169,2023-04-01,market,Spintex,88.7,critical,general,3,1511,0,0,49,MEDIUM
COL_0036453,BIN_00169,2023-04-04,market,Spintex,45.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036454,BIN_00169,2023-04-06,market,Spintex,64.0,high,general,2,1511,0,0,36,MEDIUM
COL_0036455,BIN_00169,2023-04-09,market,Spintex,75.5,high,organic,3,1511,0,1,57,HIGH
COL_0036456,BIN_00169,2023-04-12,market,Spintex,75.8,high,organic,3,1511,0,0,54,HIGH
COL_0036457,BIN_00169,2023-04-15,market,Spintex,47.6,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036458,BIN_00169,2023-04-19,market,Spintex,61.4,high,organic,4,1511,0,0,48,MEDIUM
COL_0036459,BIN_00169,2023-04-22,market,Spintex,67.6,high,organic,3,1511,0,0,44,MEDIUM
COL_0036460,BIN_00169,2023-04-25,market,Spintex,52.4,medium,general,3,1511,0,0,39,MEDIUM
COL_0036461,BIN_00169,2023-04-28,market,Spintex,48.3,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036462,BIN_00169,2023-05-01,market,Spintex,48.2,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036463,BIN_00169,2023-05-04,market,Spintex,46.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036464,BIN_00169,2023-05-08,market,Spintex,58.4,medium,organic,4,1511,0,0,48,MEDIUM
COL_0036465,BIN_00169,2023-05-11,market,Spintex,43.2,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036466,BIN_00169,2023-05-15,market,Spintex,64.2,high,organic,4,1511,0,0,48,MEDIUM
COL_0036467,BIN_00169,2023-05-18,market,Spintex,43.9,medium,recyclable,3,1511,0,0,27,LOW
COL_0036468,BIN_00169,2023-05-21,market,Spintex,50.9,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036469,BIN_00169,2023-05-24,market,Spintex,54.3,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036470,BIN_00169,2023-05-27,market,Spintex,61.3,high,organic,3,1511,0,0,44,MEDIUM
COL_0036471,BIN_00169,2023-05-30,market,Spintex,50.7,medium,general,3,1511,0,0,39,MEDIUM
COL_0036472,BIN_00169,2023-06-02,market,Spintex,58.2,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036473,BIN_00169,2023-06-05,market,Spintex,37.4,medium,recyclable,3,1511,0,0,27,LOW
COL_0036474,BIN_00169,2023-06-09,market,Spintex,78.8,high,organic,4,1511,0,1,61,HIGH
COL_0036475,BIN_00169,2023-06-12,market,Spintex,44.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036476,BIN_00169,2023-06-15,market,Spintex,53.8,medium,general,3,1511,0,0,39,MEDIUM
COL_0036477,BIN_00169,2023-06-18,market,Spintex,45.0,medium,recyclable,3,1511,0,0,27,LOW
COL_0036478,BIN_00169,2023-06-22,market,Spintex,56.4,medium,organic,4,1511,0,0,48,MEDIUM
COL_0036479,BIN_00169,2023-06-29,market,Spintex,100.0,critical,organic,7,1511,1,0,79,CRITICAL
COL_0036480,BIN_00169,2023-07-03,market,Spintex,76.6,high,organic,4,1511,0,1,61,HIGH
COL_0036481,BIN_00169,2023-07-07,market,Spintex,71.1,high,general,4,1511,0,0,43,MEDIUM
COL_0036482,BIN_00169,2023-07-10,market,Spintex,53.4,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036483,BIN_00169,2023-07-13,market,Spintex,52.8,medium,general,3,1511,0,0,39,MEDIUM
COL_0036484,BIN_00169,2023-07-16,market,Spintex,40.9,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036485,BIN_00169,2023-07-19,market,Spintex,50.4,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036486,BIN_00169,2023-07-22,market,Spintex,64.8,high,organic,3,1511,0,0,44,MEDIUM
COL_0036487,BIN_00169,2023-07-25,market,Spintex,34.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036488,BIN_00169,2023-07-28,market,Spintex,50.1,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036489,BIN_00169,2023-08-01,market,Spintex,55.6,medium,recyclable,4,1511,0,0,41,MEDIUM
COL_0036490,BIN_00169,2023-08-04,market,Spintex,98.6,critical,organic,3,1511,0,1,64,HIGH
COL_0036491,BIN_00169,2023-08-07,market,Spintex,71.8,high,organic,3,1511,0,1,47,MEDIUM
COL_0036492,BIN_00169,2023-08-11,market,Spintex,100.0,critical,organic,4,1511,0,0,65,HIGH
COL_0036493,BIN_00169,2023-08-14,market,Spintex,77.9,high,organic,3,1511,0,0,54,HIGH
COL_0036494,BIN_00169,2023-08-16,market,Spintex,60.0,high,organic,2,1511,0,0,41,MEDIUM
COL_0036495,BIN_00169,2023-08-20,market,Spintex,98.0,critical,recyclable,4,1511,0,0,58,HIGH
COL_0036496,BIN_00169,2023-08-24,market,Spintex,100.0,critical,general,4,1511,1,0,67,HIGH
COL_0036497,BIN_00169,2023-08-26,market,Spintex,69.6,high,organic,2,1511,0,0,41,MEDIUM
COL_0036498,BIN_00169,2023-08-29,market,Spintex,59.0,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036499,BIN_00169,2023-09-01,market,Spintex,76.3,high,organic,3,1511,0,0,54,HIGH
COL_0036500,BIN_00169,2023-09-04,market,Spintex,40.0,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036501,BIN_00169,2023-09-07,market,Spintex,48.3,medium,recyclable,3,1511,0,0,27,LOW
COL_0036502,BIN_00169,2023-09-10,market,Spintex,35.2,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036503,BIN_00169,2023-09-13,market,Spintex,41.5,medium,recyclable,3,1511,0,0,27,LOW
COL_0036504,BIN_00169,2023-09-16,market,Spintex,52.6,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036505,BIN_00169,2023-09-19,market,Spintex,46.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036506,BIN_00169,2023-09-22,market,Spintex,57.8,medium,general,3,1511,0,0,39,MEDIUM
COL_0036507,BIN_00169,2023-09-25,market,Spintex,50.9,medium,organic,3,1511,0,0,44,MEDIUM
COL_0036508,BIN_00169,2023-09-28,market,Spintex,54.0,medium,recyclable,3,1511,0,0,37,MEDIUM
COL_0036509,BIN_00169,2023-10-01,market,Spintex,40.0,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036510,BIN_00169,2023-10-04,market,Spintex,33.3,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036511,BIN_00169,2023-10-08,market,Spintex,63.5,high,organic,4,1511,0,0,48,MEDIUM
COL_0036512,BIN_00169,2023-10-11,market,Spintex,45.4,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036513,BIN_00169,2023-10-15,market,Spintex,58.3,medium,organic,4,1511,0,0,48,MEDIUM
COL_0036514,BIN_00169,2023-10-20,market,Spintex,83.9,high,organic,5,1511,0,0,62,HIGH
COL_0036515,BIN_00169,2023-10-23,market,Spintex,49.6,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036516,BIN_00169,2023-10-26,market,Spintex,36.1,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036517,BIN_00169,2023-10-29,market,Spintex,47.2,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036518,BIN_00169,2023-11-01,market,Spintex,48.7,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036519,BIN_00169,2023-11-05,market,Spintex,60.5,high,general,4,1511,0,0,43,MEDIUM
COL_0036520,BIN_00169,2023-11-08,market,Spintex,38.6,medium,recyclable,3,1511,0,0,27,LOW
COL_0036521,BIN_00169,2023-11-11,market,Spintex,71.4,high,recyclable,3,1511,0,0,37,MEDIUM
COL_0036522,BIN_00169,2023-11-14,market,Spintex,27.0,low,organic,3,1511,0,0,28,LOW
COL_0036523,BIN_00169,2023-11-19,market,Spintex,87.9,critical,organic,5,1511,0,0,62,HIGH
COL_0036524,BIN_00169,2023-11-22,market,Spintex,41.8,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036525,BIN_00169,2023-11-26,market,Spintex,68.7,high,organic,4,1511,0,0,48,MEDIUM
COL_0036526,BIN_00169,2023-11-29,market,Spintex,42.3,medium,organic,3,1511,0,0,34,MEDIUM
COL_0036527,BIN_00169,2023-12-02,market,Spintex,74.7,high,general,3,1511,0,0,39,MEDIUM
COL_0036528,BIN_00169,2023-12-05,market,Spintex,70.2,high,organic,3,1511,0,1,47,MEDIUM
COL_0036529,BIN_00169,2023-12-08,market,Spintex,84.1,high,construction,3,1511,0,0,44,MEDIUM
COL_0036530,BIN_00169,2023-12-11,market,Spintex,79.0,high,organic,3,1511,0,0,54,HIGH
COL_0036531,BIN_00169,2023-12-15,market,Spintex,100.0,critical,general,4,1511,0,0,60,HIGH
COL_0036532,BIN_00169,2023-12-18,market,Spintex,75.6,high,organic,3,1511,0,1,57,HIGH
COL_0036533,BIN_00169,2023-12-21,market,Spintex,92.2,critical,organic,3,1511,0,0,61,HIGH
COL_0036534,BIN_00169,2023-12-23,market,Spintex,94.8,critical,recyclable,2,1511,0,0,51,HIGH
COL_0036535,BIN_00169,2023-12-26,market,Spintex,100.0,critical,hazardous,3,1511,0,0,76,CRITICAL
COL_0036536,BIN_00169,2023-12-28,market,Spintex,86.7,critical,organic,2,1511,0,0,51,HIGH
COL_0036537,BIN_00169,2023-12-30,market,Spintex,81.7,high,organic,2,1511,0,0,51,HIGH
COL_0036538,BIN_00170,2022-01-02,industrial,Kasoa,30.5,medium,construction,4,185,0,0,22,LOW
COL_0036539,BIN_00170,2022-01-05,industrial,Kasoa,40.8,medium,organic,3,185,0,0,28,LOW
COL_0036540,BIN_00170,2022-01-09,industrial,Kasoa,51.5,medium,hazardous,4,185,0,0,57,HIGH
COL_0036541,BIN_00170,2022-01-15,industrial,Kasoa,89.6,critical,recyclable,6,185,0,0,49,MEDIUM
COL_0036542,BIN_00170,2022-01-18,industrial,Kasoa,42.8,medium,general,3,185,0,0,23,LOW
COL_0036543,BIN_00170,2022-01-24,industrial,Kasoa,58.7,medium,recyclable,6,185,0,0,39,MEDIUM
COL_0036544,BIN_00170,2022-01-27,industrial,Kasoa,46.6,medium,recyclable,3,185,0,0,21,LOW
COL_0036545,BIN_00170,2022-01-30,industrial,Kasoa,31.2,medium,general,3,185,0,0,23,LOW
COL_0036546,BIN_00170,2022-02-02,industrial,Kasoa,49.1,medium,organic,3,185,0,0,28,LOW
COL_0036547,BIN_00170,2022-02-05,industrial,Kasoa,37.0,medium,general,3,185,0,0,23,LOW
COL_0036548,BIN_00170,2022-02-08,industrial,Kasoa,36.5,medium,hazardous,3,185,0,0,43,MEDIUM
COL_0036549,BIN_00170,2022-02-11,industrial,Kasoa,47.7,medium,e_waste,3,185,0,0,33,MEDIUM
COL_0036550,BIN_00170,2022-02-14,industrial,Kasoa,30.8,medium,general,3,185,0,0,23,LOW
COL_0036551,BIN_00170,2022-02-17,industrial,Kasoa,54.7,medium,general,3,185,0,0,33,MEDIUM
COL_0036552,BIN_00170,2022-02-20,industrial,Kasoa,26.0,low,recyclable,3,185,0,0,15,LOW
COL_0036553,BIN_00170,2022-02-23,industrial,Kasoa,52.4,medium,recyclable,3,185,0,0,31,MEDIUM
COL_0036554,BIN_00170,2022-02-26,industrial,Kasoa,35.7,medium,construction,3,185,0,0,18,LOW
COL_0036555,BIN_00170,2022-03-02,industrial,Kasoa,51.5,medium,recyclable,4,185,0,0,35,MEDIUM
COL_0036556,BIN_00170,2022-03-05,industrial,Kasoa,27.1,low,hazardous,3,185,0,0,37,MEDIUM
COL_0036557,BIN_00170,2022-03-08,industrial,Kasoa,40.3,medium,e_waste,3,185,0,0,33,MEDIUM
COL_0036558,BIN_00170,2022-03-12,industrial,Kasoa,48.1,medium,organic,4,185,0,0,32,MEDIUM
COL_0036559,BIN_00170,2022-03-15,industrial,Kasoa,36.2,medium,recyclable,3,185,0,0,21,LOW
COL_0036560,BIN_00170,2022-03-18,industrial,Kasoa,45.3,medium,hazardous,3,185,0,0,43,MEDIUM
COL_0036561,BIN_00170,2022-03-22,industrial,Kasoa,42.0,medium,construction,4,185,0,0,22,LOW
COL_0036562,BIN_00170,2022-03-25,industrial,Kasoa,38.4,medium,recyclable,3,185,0,0,21,LOW
COL_0036563,BIN_00170,2022-03-28,industrial,Kasoa,33.7,medium,general,3,185,0,0,23,LOW
COL_0036564,BIN_00170,2022-03-31,industrial,Kasoa,41.9,medium,recyclable,3,185,0,0,21,LOW
COL_0036565,BIN_00170,2022-04-03,industrial,Kasoa,25.3,low,construction,3,185,0,0,12,LOW
COL_0036566,BIN_00170,2022-04-07,industrial,Kasoa,83.0,high,recyclable,4,185,0,0,45,MEDIUM
COL_0036567,BIN_00170,2022-04-10,industrial,Kasoa,26.3,low,hazardous,3,185,0,0,37,MEDIUM
COL_0036568,BIN_00170,2022-04-13,industrial,Kasoa,37.7,medium,recyclable,3,185,0,0,21,LOW
COL_0036569,BIN_00170,2022-04-16,industrial,Kasoa,36.1,medium,recyclable,3,185,0,0,21,LOW
COL_0036570,BIN_00170,2022-04-19,industrial,Kasoa,33.1,medium,general,3,185,0,0,23,LOW
COL_0036571,BIN_00170,2022-04-23,industrial,Kasoa,48.0,medium,construction,4,185,0,0,22,LOW
COL_0036572,BIN_00170,2022-04-27,industrial,Kasoa,40.0,medium,construction,4,185,0,0,22,LOW
COL_0036573,BIN_00170,2022-04-30,industrial,Kasoa,33.6,medium,hazardous,3,185,0,0,43,MEDIUM
COL_0036574,BIN_00170,2022-05-03,industrial,Kasoa,21.9,low,recyclable,3,185,0,0,15,LOW
COL_0036575,BIN_00170,2022-05-06,industrial,Kasoa,41.3,medium,organic,3,185,0,0,28,LOW
COL_0036576,BIN_00170,2022-05-09,industrial,Kasoa,22.0,low,general,3,185,0,0,17,LOW
COL_0036577,BIN_00170,2022-05-12,industrial,Kasoa,44.4,medium,general,3,185,0,0,23,LOW
