collection_id,bin_id,collection_date,collection_time,day_of_week,is_holiday,holiday_name,is_festival_period,festival_name,days_since_last_collection,fill_level_percent,fill_level_category,waste_weight_kg,waste_type_primary,waste_composition_json,odor_complaint,overflow_reported,collector_notes,temperature_c,rainfall_mm,humidity_percent
COL_0002271,BIN_00011,2022-12-07,14:05,Wednesday,0,,0,,4,47.9,medium,30.42,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.0,0.0,56.9
COL_0002272,BIN_00011,2022-12-10,07:03,Saturday,0,,0,,3,32.8,medium,32.12,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.0,6.3,66.1
COL_0002273,BIN_00011,2022-12-13,15:53,Tuesday,0,,0,,3,34.4,medium,30.39,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,33.2,0.0,67.1
COL_0002274,BIN_00011,2022-12-17,10:50,Saturday,0,,0,,4,56.7,medium,28.29,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.5,0.0,71.6
COL_0002275,BIN_00011,2022-12-20,14:52,Tuesday,0,,1,Christmas,3,43.8,medium,24.86,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.2,0.0,75.3
COL_0002276,BIN_00011,2022-12-23,16:14,Friday,0,,1,Christmas,3,62.5,high,79.94,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,36.4,0.0,55.4
COL_0002277,BIN_00011,2022-12-26,09:30,Monday,1,Boxing Day,1,Christmas,3,54.9,medium,38.26,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,0.0,42.1
COL_0002278,BIN_00011,2022-12-29,06:00,Thursday,0,,1,Christmas,3,55.4,medium,45.95,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.6,0.0,64.1
COL_0002279,BIN_00011,2023-01-02,14:23,Monday,0,,0,,4,60.5,high,53.52,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.9,0.0,72.4
COL_0002280,BIN_00011,2023-01-06,06:27,Friday,0,,0,,4,54.7,medium,30.71,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,33.9,0.0,52.5
COL_0002281,BIN_00011,2023-01-09,10:28,Monday,0,,0,,3,31.6,medium,31.95,hazardous,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 14.9, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.5,0.0,41.2
COL_0002282,BIN_00011,2023-01-12,16:33,Thursday,0,,0,,3,52.8,medium,54.98,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.0,0.0,51.9
COL_0002283,BIN_00011,2023-01-15,11:33,Sunday,0,,0,,3,32.3,medium,14.43,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.0,0.0,63.5
COL_0002284,BIN_00011,2023-01-18,10:19,Wednesday,0,,0,,3,38.8,medium,41.42,e_waste,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 14.9, ""construction"": 0.9}",0,0,,32.6,8.9,58.4
COL_0002285,BIN_00011,2023-01-21,09:04,Saturday,0,,0,,3,34.5,medium,29.98,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.0,0.0,51.2
COL_0002286,BIN_00011,2023-01-25,15:02,Wednesday,0,,0,,4,52.4,medium,31.11,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,35.4,0.0,53.5
COL_0002287,BIN_00011,2023-01-28,13:37,Saturday,0,,0,,3,41.9,medium,21.8,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.1,0.0,63.3
COL_0002288,BIN_00011,2023-01-31,16:44,Tuesday,0,,0,,3,31.7,medium,16.67,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.0,0.0,63.1
COL_0002289,BIN_00011,2023-02-03,06:08,Friday,0,,0,,3,40.2,medium,61.33,e_waste,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 14.9, ""construction"": 0.9}",0,0,,29.8,0.1,66.5
COL_0002290,BIN_00011,2023-02-07,12:34,Tuesday,0,,0,,4,43.7,medium,33.71,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.7,0.0,67.0
COL_0002291,BIN_00011,2023-02-11,11:06,Saturday,0,,0,,4,46.5,medium,22.26,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,0.0,50.8
COL_0002292,BIN_00011,2023-02-14,15:00,Tuesday,0,,0,,3,36.0,medium,47.57,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,36.7,0.0,71.4
COL_0002293,BIN_00011,2023-02-17,16:23,Friday,0,,0,,3,49.7,medium,33.4,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,1.9,58.8
COL_0002294,BIN_00011,2023-02-20,15:41,Monday,0,,0,,3,29.2,low,36.24,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,34.1,0.0,50.1
COL_0002295,BIN_00011,2023-02-23,10:22,Thursday,0,,0,,3,40.6,medium,25.81,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.7,0.0,63.7
COL_0002296,BIN_00011,2023-02-27,15:07,Monday,0,,0,,4,41.8,medium,28.78,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,33.2,0.0,60.7
COL_0002297,BIN_00011,2023-03-04,14:07,Saturday,0,,0,,5,51.4,medium,30.39,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.9,0.0,68.5
COL_0002298,BIN_00011,2023-03-07,17:33,Tuesday,0,,0,,3,35.1,medium,25.97,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.9,0.0,76.9
COL_0002299,BIN_00011,2023-03-10,17:32,Friday,0,,0,,3,36.9,medium,51.36,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.0,0.0,60.5
COL_0002300,BIN_00011,2023-03-13,11:26,Monday,0,,0,,3,22.7,low,25.81,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.4,0.0,71.9
COL_0002301,BIN_00011,2023-03-18,10:41,Saturday,0,,0,,5,54.2,medium,69.21,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,0.0,59.3
COL_0002302,BIN_00011,2023-03-21,08:31,Tuesday,0,,0,,3,35.8,medium,15.51,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.5,0.0,69.3
COL_0002303,BIN_00011,2023-03-25,06:40,Saturday,0,,0,,4,51.7,medium,69.92,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.5,0.0,76.1
COL_0002304,BIN_00011,2023-03-28,15:53,Tuesday,0,,0,,3,34.4,medium,34.89,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,8.4,86.1
COL_0002305,BIN_00011,2023-04-01,16:52,Saturday,0,,1,Easter,4,42.7,medium,58.64,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,2.6,87.2
COL_0002306,BIN_00011,2023-04-05,09:13,Wednesday,0,,1,Easter,4,43.9,medium,38.02,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.7,0.0,86.0
COL_0002307,BIN_00011,2023-04-08,07:54,Saturday,0,,1,Easter,3,48.1,medium,58.26,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Bin relocated slightly,23.0,0.0,80.8
COL_0002308,BIN_00011,2023-04-11,12:52,Tuesday,0,,1,Easter,3,41.0,medium,62.63,e_waste,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 14.9, ""construction"": 0.9}",0,0,,30.7,0.0,88.1
COL_0002309,BIN_00011,2023-04-14,14:22,Friday,0,,0,,3,25.6,low,38.27,e_waste,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 14.9, ""construction"": 0.9}",0,0,,24.3,31.5,70.9
COL_0002310,BIN_00011,2023-04-17,06:39,Monday,0,,0,,3,21.7,low,23.36,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.9,0.0,61.9
COL_0002311,BIN_00011,2023-04-20,08:34,Thursday,0,,0,,3,27.0,low,31.76,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.8,0.0,70.7
COL_0002312,BIN_00011,2023-04-23,12:57,Sunday,0,,0,,3,22.7,low,29.41,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.5,0.0,82.7
COL_0002313,BIN_00011,2023-04-26,06:10,Wednesday,0,,0,,3,30.3,medium,24.4,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.5,29.9,69.3
COL_0002314,BIN_00011,2023-04-29,12:43,Saturday,0,,0,,3,26.6,low,11.86,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.7,0.0,71.2
COL_0002315,BIN_00011,2023-05-02,08:40,Tuesday,0,,0,,3,22.1,low,10.99,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,8.6,79.8
COL_0002316,BIN_00011,2023-05-05,07:16,Friday,0,,0,,3,24.9,low,18.68,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.3,38.1,75.3
COL_0002317,BIN_00011,2023-05-08,12:14,Monday,0,,0,,3,28.9,low,27.53,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.3,0.6,98.0
COL_0002318,BIN_00011,2023-05-11,11:36,Thursday,0,,0,,3,23.6,low,20.92,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,51.5,87.9
COL_0002319,BIN_00011,2023-05-15,12:40,Monday,0,,0,,4,37.7,medium,25.13,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,5.9,75.9
COL_0002320,BIN_00011,2023-05-19,15:02,Friday,0,,0,,4,29.8,low,25.7,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.2,21.7,86.8
COL_0002321,BIN_00011,2023-05-22,14:46,Monday,0,,0,,3,22.2,low,11.73,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,1.2,82.2
COL_0002322,BIN_00011,2023-05-26,14:36,Friday,0,,0,,4,43.9,medium,38.25,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,21.2,0.0,79.8
COL_0002323,BIN_00011,2023-05-29,15:37,Monday,1,Africa Day,0,,3,32.4,medium,28.1,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.2,1.6,75.6
COL_0002324,BIN_00011,2023-06-01,08:06,Thursday,0,,0,,3,22.6,low,23.37,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.4,4.4,79.1
COL_0002325,BIN_00011,2023-06-04,17:33,Sunday,0,,0,,3,24.4,low,17.06,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.8,0.0,72.7
COL_0002326,BIN_00011,2023-06-07,09:17,Wednesday,0,,0,,3,33.2,medium,39.3,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.5,1.6,81.5
COL_0002327,BIN_00011,2023-06-10,07:50,Saturday,0,,0,,3,27.2,low,13.67,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.2,12.6,76.6
COL_0002328,BIN_00011,2023-06-15,11:51,Thursday,0,,0,,5,41.5,medium,24.32,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,32.5,5.8,67.6
COL_0002329,BIN_00011,2023-06-18,11:04,Sunday,0,,0,,3,21.5,low,17.76,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.7,0.0,88.7
COL_0002330,BIN_00011,2023-06-21,08:28,Wednesday,0,,0,,3,31.5,medium,15.0,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,21.6,75.5
COL_0002331,BIN_00011,2023-06-26,06:37,Monday,0,,0,,5,46.9,medium,54.64,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.5,0.0,79.3
COL_0002332,BIN_00011,2023-06-29,17:07,Thursday,0,,0,,3,29.3,low,19.41,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,22.0,8.7,75.9
COL_0002333,BIN_00011,2023-07-02,10:25,Sunday,0,,0,,3,28.5,low,14.05,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.3,0.0,84.0
COL_0002334,BIN_00011,2023-07-05,17:50,Wednesday,0,,0,,3,38.9,medium,19.17,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.0,0.9,97.0
COL_0002335,BIN_00011,2023-07-08,16:34,Saturday,0,,0,,3,33.0,medium,29.3,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,30.1,0.0,88.3
COL_0002336,BIN_00011,2023-07-12,08:40,Wednesday,0,,0,,4,39.5,medium,22.31,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.5,0.0,76.4
COL_0002337,BIN_00011,2023-07-16,12:44,Sunday,0,,0,,4,27.5,low,13.82,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.6,0.0,71.1
COL_0002338,BIN_00011,2023-07-21,13:26,Friday,0,,0,,5,45.6,medium,41.84,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,Access blocked by vehicles,26.5,17.6,81.8
COL_0002339,BIN_00011,2023-07-24,07:22,Monday,0,,0,,3,23.6,low,16.61,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.9,8.5,78.3
COL_0002340,BIN_00011,2023-07-27,07:10,Thursday,0,,0,,3,28.0,low,24.86,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.0,15.9,96.8
COL_0002341,BIN_00011,2023-07-30,11:51,Sunday,0,,0,,3,19.9,low,17.86,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,29.6,82.8
COL_0002342,BIN_00011,2023-08-02,06:44,Wednesday,0,,0,,3,41.3,medium,27.73,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.7,0.0,59.7
COL_0002343,BIN_00011,2023-08-05,09:14,Saturday,0,,0,,3,43.1,medium,32.39,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.8,0.0,57.0
COL_0002344,BIN_00011,2023-08-08,07:20,Tuesday,0,,0,,3,33.1,medium,15.04,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,31.5,0.0,63.7
COL_0002345,BIN_00011,2023-08-11,13:24,Friday,0,,0,,3,39.0,medium,30.94,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.3,0.3,55.2
COL_0002346,BIN_00011,2023-08-14,14:48,Monday,0,,0,,3,31.4,medium,30.99,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.3,0.0,60.2
COL_0002347,BIN_00011,2023-08-18,08:35,Friday,0,,0,,4,55.5,medium,48.31,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.6,0.0,63.3
COL_0002348,BIN_00011,2023-08-21,16:24,Monday,0,,0,,3,31.0,medium,38.21,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.7,0.0,53.5
COL_0002349,BIN_00011,2023-08-24,08:49,Thursday,0,,0,,3,41.5,medium,28.38,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.1,0.0,64.5
COL_0002350,BIN_00011,2023-08-30,13:52,Wednesday,0,,0,,6,65.5,high,47.12,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.3,0.0,52.5
COL_0002351,BIN_00011,2023-09-02,16:30,Saturday,0,,0,,3,25.5,low,24.65,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.0,12.8,95.7
COL_0002352,BIN_00011,2023-09-05,15:43,Tuesday,0,,0,,3,25.0,low,27.07,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,29.9,8.0,87.0
COL_0002353,BIN_00011,2023-09-09,12:18,Saturday,0,,0,,4,34.4,medium,39.54,organic,"{""organic"": 34.9, ""recyclable"": 30.4, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.8,43.2,89.3
COL_0002354,BIN_00011,2023-09-12,06:28,Tuesday,0,,0,,3,30.9,medium,13.82,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.1,0.0,78.0
COL_0002355,BIN_00011,2023-09-15,06:27,Friday,0,,0,,3,25.1,low,12.87,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.8,15.3,89.8
COL_0002356,BIN_00011,2023-09-18,11:34,Monday,0,,0,,3,22.0,low,16.28,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.1,0.6,78.2
COL_0002357,BIN_00011,2023-09-21,12:07,Thursday,1,Kwame Nkrumah Memorial Day,0,,3,36.1,medium,30.2,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.7,21.2,76.6
COL_0002358,BIN_00011,2023-09-25,08:06,Monday,0,,0,,4,30.6,medium,16.33,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.4,0.0,78.4
COL_0002359,BIN_00011,2023-09-28,11:36,Thursday,0,,0,,3,32.7,medium,31.28,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,26.0,0.0,72.3
COL_0002360,BIN_00011,2023-10-01,07:58,Sunday,0,,0,,3,17.7,low,16.26,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.6,20.2,70.2
COL_0002361,BIN_00011,2023-10-04,09:38,Wednesday,0,,0,,3,27.7,low,18.21,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,25.0,27.9,81.8
COL_0002362,BIN_00011,2023-10-08,06:58,Sunday,0,,0,,4,30.9,medium,29.3,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,23.6,0.9,76.1
COL_0002363,BIN_00011,2023-10-11,09:35,Wednesday,0,,0,,3,30.8,medium,15.83,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,28.5,8.2,80.9
COL_0002364,BIN_00011,2023-10-15,11:59,Sunday,0,,0,,4,34.8,medium,28.26,general,"{""organic"": 21.7, ""recyclable"": 30.4, ""general"": 43.6, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,24.6,0.0,82.2
COL_0002365,BIN_00011,2023-10-21,12:28,Saturday,0,,0,,6,66.9,high,39.16,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.3,0.0,73.7
COL_0002366,BIN_00011,2023-10-24,16:51,Tuesday,0,,0,,3,22.7,low,11.85,recyclable,"{""organic"": 21.7, ""recyclable"": 43.6, ""general"": 30.4, ""hazardous"": 1.7, ""e_waste"": 1.7, ""construction"": 0.9}",0,0,,27.9,20.8,78.3
